cnms,frequency,total_salecs
European Union (WavePort Project),1,0.4
Teradata Corporation,1,0.396
ISS Facility Services,1,0.391
Eighty Eight Oil LLC,1,0.391
Solara Medical Supplies Inc.,1,0.389
Tiki Smart Logistic,1,0.387
Beijing Rushisan Consulting Center,1,0.386
Grace Rich LTD,1,0.386
South East Asia,1,0.384
"Texegy Operating Company, LLC",5,0.381
UFood,1,0.378
Collection services,7,0.376
Surtek Industries,1,0.376
"Dank Bottles, LLC",1,0.376
Texas A&M Institute for Genomic Medicine,1,0.37
Interport ltd,2,0.369
Hybrd Group Ltd,1,0.366
Harps Food Store,1,0.364
Chengdu Hongkor Electromechanical Equipment Co,1,0.364
Altitude Trampoline Park,1,0.364
Beyond Organic Nutritional,1,0.363
Heartland America,1,0.362
Direct online sales,3,0.359
Circle K Denmark A/S,9,0.357
Sesame Tech Corp,1,0.35
Chong Kun Dang Pharm Co,1,0.35
TennCare,1,0.344
Association of America,1,0.342
Career Point Business School,1,0.342
"Astellas Pharma US, Inc.",1,0.342
ThermoLabSystem,1,0.341
Hoffmann-La Roche Inc,1,0.338
"Teck Americans, Inc",1,0.338
CCA Group & Leisure Link,1,0.337
UNITED ENERGY TRADING CO,1,0.335
Kashi Jinwang Art Purchase E-commerce Co. Ltd,3,0.335
Net-a-Porter,1,0.334
JAKKS Pacific Inc,1,0.333
Oncore Electronics,1,0.329
"Hengtong Rockley Technology Co., Ltd.",1,0.329
Tenacia Biotechnology (Hong Kong) Co. Limited,1,0.326
Florida Crystals,1,0.324
Marshall's,1,0.322
Port of Los Angeles,1,0.319
Sundance Energy Corp,2,0.319
Eurogentec,1,0.318
ACIST,3,0.318
USSO COM,1,0.316
"Shangchi Motors Co., Ltd.",1,0.315
Ooyala,1,0.314
Shanghai Daopei,1,0.314
"Advance Pharmaceutical Company, Ltd.,",4,0.311
New Seasons Market,1,0.31
"EMET Pharmaceuticals, LLC",3,0.307
Zodiac Interactive,1,0.307
"Amaran Biotechnology, Inc.",3,0.306
Transition Networks  Inc,1,0.304
"Plascencia Universal, S. de R.L. de C.V.",1,0.301
"ONK Therapeutics, Ltd",2,0.30000000000000004
Ellipses Pharma Limited,1,0.3
"Encana Oil & Gas (USA), Inc.",1,0.3
"Guangzhou Juyao Information Technology Co.,Ltd.",1,0.298
StatOil AS,7,0.297
Meritech Resources,1,0.297
Nypro Guadalajara SA,3,0.296
CityMD,1,0.296
P. Kay Metals,4,0.293
Hakuhodo DY Holdings Inc,1,0.293
Xerox,3,0.29200000000000004
"BGI-Hongkong, Co., Ltd",1,0.289
IDS LLC,1,0.289
Alliance Sales & Distribution,1,0.289
CCCR,1,0.287
Country Wine & Spirits Inc,2,0.28200000000000003
Technologia y Diagnosticos,1,0.282
Outside Mainland China,1,0.28
Nanyu Zhu,1,0.277
CVie Therapeutics,2,0.27699999999999997
Vetbiolix SAS,1,0.276
H Lundbeck AS  -ADR,2,0.275
"Araclon Biotech, SL",2,0.274
E.S FOX LTD,1,0.274
EMagin Corporation,1,0.273
S&T Holdings Limited,1,0.273
Deltagen Inc,1,0.272
Capital One,4,0.271
Cathay Bank Ltd,1,0.271
GEKKOU Inc,1,0.268
Centric Systems,1,0.268
"Signal IP, Inc.",1,0.265
CHA Biotech and SCRMI,2,0.263
Surepay Payment services Provider LLC,1,0.262
Taiwan Stock Exchange,1,0.261
Eli Smith,1,0.26
Warner Bros. Entertainment Inc.,3,0.26
Cj Corp,1,0.258
Britt Worldwide,2,0.258
"Discus Dental, Inc",1,0.257
Managed service agreements and other,1,0.255
CI Lo,1,0.255
Harmon Stores,1,0.255
Digital Ally Inc,1,0.254
Louisiana Timber Procurement,1,0.254
"Volunteer Energy Services, Inc.",4,0.25
Hyundai Pharmaceutical Co Ltd,1,0.25
"Newsoara Biopharma Co., Ltd",1,0.25
MARSHALL HOLDINGS INTL INC,1,0.248
CSIRO,1,0.246
Access General Insurance,1,0.246
SunRoad Enterprises,1,0.246
WNC Hemp,1,0.245
Comercial Medico Quiruigca,1,0.244
Thermo LabSystems,1,0.244
"FTD Companies, Inc. and its domestic subsidiaries",1,0.243
Alsher Titania LLC,1,0.24
Allied Security Trust,1,0.24
"Laser Systems, Inc",1,0.238
Hubbell Inc  -Cl B,1,0.237
Swift Energy Co,1,0.236
ALBERTSON'S INC,1,0.235
Alcon Research Ltd,1,0.234
Khoon Group Ltd,1,0.232
Crossroads Animal,1,0.232
"Health Regen, Inc.",1,0.232
Pintail Oil & Gas LLC,2,0.23199999999999998
Ophthotech Corp,1,0.231
Guangzhou Tiancheng Capital Management Group Co,1,0.227
"Hebei Yuanfa Pharmaceutical Co, Ltd.",1,0.227
Daylight Petroleum,2,0.226
AC Bioscience Ltd,1,0.226
U.S. Food and Drug Administration,1,0.226
Scandinavian Biopharma Distribution AB,1,0.223
Clouded Leopard Entertainment Inc,2,0.223
E-mail Frequency,2,0.22200000000000003
DRS Health,1,0.221
The National Institutes of Health,1,0.218
Gen-X,1,0.217
S2 Capital,1,0.215
AMS Health Sciences LLC,1,0.215
TR Wurster,1,0.212
"Nihon Medi-Physic Co., LTD",3,0.21000000000000002
Edinger Engineering Inc,4,0.207
Holt Renfrew,2,0.20600000000000002
QOL Medical LLC,1,0.205
Mar Vista,3,0.203
Sumscope (HK) Limited,1,0.203
Established biopharmaceutical,1,0.202
"BioStructures, LLC,",1,0.201
Emrol,1,0.2
4900 Jackson LLC,3,0.2
Taipei Medical University,1,0.2
"Sklar Exploration Co., LLC",1,0.2
Valve,2,0.2
Desmet Belgium Group,1,0.199
Cancer Hospital of Harbin Medical University,1,0.197
Industrial Controls,1,0.197
Moran Foods,2,0.196
"GL Partners, Inc.",1,0.193
Triton Corp,1,0.193
Real Estate,1,0.187
Spepharm AG,3,0.182
UNSI Corp,3,0.181
Territory Resources Ltd,1,0.18
"Bayou Bridge Pipeline, LLC",1,0.179
Sam?s Club Stores,1,0.179
"Landworks, Inc.",1,0.178
Ward Petroleum Corporation,3,0.175
"BioAxone Biosciences, Inc.",3,0.17400000000000002
"Cystic Fibrosis Foundation Therapeutics,Inc",2,0.173
Smart Energy Today,1,0.171
Advanced Auto,1,0.171
WELLS FARGO BANK NA,1,0.17
Newsoara BioPharma Co. Ltd,1,0.17
WalMart Canada,1,0.164
Nihon Falcom Corporation,1,0.161
Afritex Medical Products (Pty) Ltd,2,0.161
"DeVry, Inc.",1,0.161
"Neuromics, Inc",3,0.161
Siemens Ltd,5,0.159
Retail Store Chain,1,0.159
IDEMIA France SAS,1,0.158
Quality Support Solutions Limited,1,0.157
"WDC Solar, Inc.",1,0.155
"Sing Lin Technology Co., Ltd.",1,0.154
SurePay Payment Services Provider LLC,2,0.151
Online gaming,1,0.15
"Tanabe Research Laboratories, Inc.",1,0.15
Bureau of Public Security of Daqing City,2,0.15
Chartis,1,0.15
"Avenue5 Residential, LLC",1,0.15
Oxzgen,1,0.148
"crs bio, inc.",2,0.148
PharmaEngine Inc,3,0.147
Agincourt Resources Ltd,1,0.146
Algoal Technology Pte Ltd,2,0.145
Superior Auto Body,1,0.145
Asia and Rest of World,1,0.143
"Arcadia Operating, LLC",2,0.14200000000000002
"Dalian Aoyuan Electronics Co.,Ltd",1,0.142
"Club 2000 Eastern Avenue, Inc.",1,0.142
Core-Mark Holding Company,1,0.138
Virbac Corp,3,0.137
Jubilee Rainbow Ltd,1,0.135
Green Cross Corp,7,0.132
"Kashi Jinwang Art Purchase E-commerce Co., Ltd",1,0.13
Macron,1,0.13
AXON Neuroscience SE,1,0.121
"Mobixell Networks, Inc.",1,0.121
Corporate advisee,1,0.12
Synnex Corporation,2,0.119
Star Light Events LLC,1,0.118
Online/eCommerce,4,0.118
Ione Group,2,0.118
Allogene Overland Biopharm (CY) Limited,2,0.11699999999999999
Hotwire Communications,1,0.112
"Spriaso, LLC",1,0.11
"Landmark-Pegasus, Inc",2,0.109
"Qingdao Jinpeng Yuntian Technology Co., Ltd",1,0.108
"Dana Farber Partners Cancer Care, Inc.",1,0.104
AirBar,1,0.102
"Vega Entertainment., Ltd",1,0.101
Axiom Global HK Limited,1,0.101
BioSense Global LLC,1,0.1
Sequel Power,1,0.1
E Ink Holdings Inc,1,0.1
Domain Russia Investments Limited,1,0.1
"PM (CF) Explorations, Inc.",1,0.1
Communications Resources Inc,1,0.097
U.S. Department of Homeland Security,2,0.097
SAREL,1,0.096
Cyberstep Inc,1,0.095
Large Israeli regional banks,2,0.095
Kwang Dong Pharmaceutical Co Ltd,1,0.094
Coteau Energy LLC,1,0.093
Siemens Healthcare Diagnostics Ltd,2,0.09
Opko Biologics,1,0.09
AIA International Limited,1,0.09
Suzhou Ewatt,1,0.09
Renaissance Energy,1,0.089
YOFOTO (China) Health Industry Co. Ltd,1,0.089
"Fidelity Information Services, LLC",1,0.089
Union Glory Gold Holdings Limited,1,0.087
"Clarient Diagnostic Services, Inc",1,0.086
"Chato Energy, LLC",2,0.08499999999999999
INSTRIDE VENTURES,1,0.084
Business (B2B),1,0.083
City of Somerville,1,0.083
KEHE Distributors,1,0.083
Schott,1,0.083
Meridian Solar,1,0.082
"Yijing (Hainan) Agricultural Development Co., Ltd.",1,0.082
Beijing Hospital of Traditional Chinese Medicine,1,0.082
Splash Beverage Group,1,0.08
Bon Optic VertriebsgesellschaftmbH,1,0.079
Biosara Corporation,1,0.075
High-volume laser centers,1,0.075
"Taconic Farms, Inc",1,0.072
"Aikido Pharma, Inc",1,0.072
"Harbin Magic Nature Technology Co., Ltd",1,0.071
"Fast Forward, LLC",1,0.071
TEC Co Ltd,1,0.07
"Hancock Jaffe Laboratory Aesthetics, Inc.",1,0.07
"Nanjing Pusideng Information Technology Co., Ltd.",1,0.068
Daoust,1,0.068
Fortune Forest Products,1,0.067
"Lianzhong Zhiyuan Medical Equipment Co., Ltd",1,0.067
"Chandran Holding Media, Inc.",1,0.066
"BG Technology Co., Ltd",1,0.066
M-Coffee (Hong Kong) Holdings Limited,1,0.064
Hang Choi Pharmaceutical,1,0.064
WIS Holdings Pte. Ltd,1,0.059
Elite Products Inc,1,0.059
Vietnam,1,0.056
Paying Merchant Clients,1,0.056
Clarion Water,1,0.055
"SV Energy Company, LLC",1,0.055
Biologix FZCo,1,0.054
"Bayer Yakuhin,Ltd.",1,0.054
Brooklyn Cheesecake & Desserts Co.Inc (New Jersey),4,0.051000000000000004
"Nanjing Jinwang Art Purchase E-commerce Co., Ltd",1,0.051
Thorson Insurance Services,1,0.05
Orion Pipeline LLC,1,0.05
Specialised Therapeutics Asia Pte. Ltd (STA),1,0.05
Zoetis LLC,1,0.049
Principal Life Insurance Company,1,0.049
Aryaduta Hospitality & Leisure Group,2,0.048
SoundFi LLC,1,0.047
Yates Petroleum Corporation,1,0.046
Callon Petroleum Operating,1,0.045
XN Financial,1,0.044
"Dana-Farber Partners Cancer Care, Inc.",1,0.043
"Advaite, Inc",1,0.043
"Sunchase Power, LLC",1,0.042
Chicago Transit Authority,1,0.042
"Cleantech Transit, Inc.",2,0.041
"Kong Kong Hwee Iron Works & Construction Pte Ltd.,",1,0.036
"Peak Powder River Resources, LLC",1,0.036
"Oceans Acquisition, inc",1,0.036
WIS Holdings Pte. Ltd.,2,0.034
3 customer,1,0.031
Alfresa Pharma Corporation,1,0.03
Stem Cell & Regenerative Medicine Intl.Inc,1,0.029
Solos Technology,3,0.029
Department of Defense observational studies,2,0.027999999999999997
Kroger Foods,2,0.027
"SkiData, Inc.",1,0.024
NovaMedica LLC,1,0.02
Choroideremia Research Foundation,1,0.02
Showtime,1,0.02
Pharmbio Korea Inc,1,0.02
Innovation Industries,3,0.02
"KRS Global Biotechnology, Inc",2,0.019
Alfasigma S.p.A.,1,0.018
Devon,1,0.015
Greystar Real Estate Partners,1,0.014
Lions Gate Films,2,0.013000000000000001
Alligato Inc,1,0.013
"SANDIAS., Ltd",1,0.013
Scissortail Energy,1,0.013
Scar-Guard LLC,1,0.013
Guangzhou Ding Hua Biomedical Technology Ltd,1,0.012
Sri Lankan Airways,1,0.011
Sirion Biotech,1,0.011
Czech Republic,1,0.01
"Meilleur Technologies, Inc.",2,0.01
Carolina Time Equipment,1,0.009
"ELIAS Animal Health, LLC",1,0.008
Vettons Sdn Bhd,2,0.007
"Electro Automation, Ltd.",1,0.007
Seven Arts Ltd,1,0.007
FYROM,1,0.006
"Rotor Riot, LLC",1,0.005
Amgen/Oxford BioTherapeutics/Menarini,1,0.005
Vasgen Degirmentas,1,0.004
FTLIFE,1,0.003
Aldent LLC,1,0.002
"Veolia Environnement, Paris",3,0.0
Versys,1,0.0
EY,1,0.0
"FFF Enterprises, Inc.",1,0.0
Turner Broadcasting,2,0.0
ESPN,3,0.0
Verizon Wireless Inc,1,0.0
Family Dollar Stores Inc.,3,0.0
Valeo SA,9,0.0
"adaptimmune, llc",1,0.0
WOLVERINE TUBE INC,2,0.0
Conn's,2,0.0
Crossroads Towne Center,2,0.0
Dragon Technology,2,0.0
EPCOS AG  -ADR,2,0.0
AT & T Inc,1,0.0
Wal-Mart stores inc,1,0.0
AT Technologies Gmbh,1,0.0
Crystal Run Healthcare,1,0.0
"Comstock Oil & Gas, Inc",1,0.0
EPlus Technology,1,0.0
"EQT Energy, LLC",1,0.0
"ENI Trading and Shipping S.P.A.,",1,0.0
ConnectGen,1,0.0
pSemi Corporation,1,0.0
FAW Volkswagen,2,0.0
Fast Colombia SAS,2,0.0
FCA US,4,0.0
Dropbox,3,0.0
Valtir,1,0.0
ENI SPA  -ADR,1,0.0
"Connect Energy Services, LLC",2,0.0
Zim Corp,7,0.0
Ventana Medical Systems Inc,7,0.0
"Elysium Health, Inc.",2,0.0
Transworld Entertainment,10,0.0
Zimmer Holdings Inc,3,0.0
Valta Solar LLC,1,0.0
Zinwell Corp,1,0.0
A.S. Watson & Co,1,0.0
United Wholesale Mortgage,3,0.0
ATK Space Systems,1,0.0
Zurich Insurance Group Ltd,2,0.0
Conergy PTY LTD,2,0.0
Eastlink,1,0.0
"Vivint, Inc",2,0.0
D & H Distributing Company,2,0.0
Truly Semiconductors,2,0.0
E-Mart,1,0.0
Virgin Mobil,1,0.0
Virtex,2,0.0
Truck Group,1,0.0
"eBay Enterprise, Inc.",1,0.0
Condo Owners Reciprocal Exchange ('CORE'),1,0.0
"Vision Net, Inc.,",1,0.0
"Uno Healthcare, Inc.,",2,0.0
Electric coal utilities,3,0.0
Duferco Shipping S.A.,1,0.0
Tri-Global Holdings LLC,1,0.0
Zhonghuan Semiconductor,1,0.0
Visionox Technology Inc,6,0.0
"Upsolar Global Co., Ltd.",1,0.0
Edward Jones,1,0.0
EDF EN DEVELOPMENT,2,0.0
EDP Renewables,1,0.0
Vitec,5,0.0
"EDF Renewable Development, Inc.",1,0.0
Eisa Ltd,2,0.0
Urenco,1,0.0
Vitamin Shoppe,1,0.0
bandit,1,0.0
Vizio,8,0.0
Vodafone Group PLC,5,0.0
Vodafone Group Plc,5,0.0
E TRADE Financial Corp -Pro Forma,2,0.0
Earth Innovations Inc,5,0.0
"Con Edison Development, Inc.",2,0.0
"Con-way Freight, Inc.,",1,0.0
ATK,1,0.0
United Stationers Supply Co,1,0.0
Eli Lilly,1,0.0
"DukeNet Communications, LLC",1,0.0
Conexsys Communications Ltd.,1,0.0
United Technology Holdings Co Ltd,1,0.0
Travel agents and airlines,2,0.0
DH Fell,2,0.0
"FTS International, LLC",1,0.0
Community Health Network Inc.,1,0.0
FUJI Electric Co Ltd,1,0.0
Victoria's Secret,1,0.0
Dyamed,1,0.0
Electronic Keyboards Inc,1,0.0
UnityPoint Health,1,0.0
Fairmont Hotels & Resorts Inc.,6,0.0
Universal Pictures,7,0.0
ConMet,5,0.0
"Zume, Inc",1,0.0
Volvo Corporation,1,0.0
Volkswagen Group,3,0.0
Tuco,1,0.0
Fairfield Energy,1,0.0
Eastern Commons,2,0.0
Draft Worldwide,1,0.0
ACCTON TECHNOLOGY CORP  -GDR,1,0.0
Walnut Financial Services-Old,1,0.0
AEP Indiana Michigan Power,1,0.0
Wilmar,3,0.0
Deutsche Borse AG,1,0.0
"Enterprise Trading, Inc.",1,0.0
Yacimientos Petroliferos Fiscales S.A.,2,0.0
APPLEBEES INTL INC,2,0.0
Entertainment Earth,1,0.0
Danone,1,0.0
"AEP Energy, Inc",1,0.0
Depcom Power Inc.,1,0.0
"Enterprise Products Operating, L.L.C.",1,0.0
Couche-Tard Inc.,1,0.0
Wingo,2,0.0
Wings,4,0.0
Cofco,5,0.0
UPMC,1,0.0
"UNO Healthcare, Inc.",1,0.0
UNIVERSAL PICTURES,2,0.0
Cloverpool,1,0.0
Variety Wholesalers Inc,1,0.0
Yakult Honsha Co Ltd,1,0.0
"Darden Concepts, Inc.",7,0.0
Dairy Partners of America,1,0.0
"Clearbridge Investments, LLC",2,0.0
Daimler Truck,1,0.0
Cohort Energy,1,0.0
Enterprise Crude,3,0.0
"US LBM Holdings, LLC",4,0.0
ADM AGR,2,0.0
2 CUSTOMERS,1,0.0
Diebold Inc,3,0.0
Devlar Energy,3,0.0
"Williams Gas Marketing, Inc",2,0.0
AREVA,1,0.0
APSFL,2,0.0
CostMaster Communications Inc.,1,0.0
"Enterprise Holdings, Inc",1,0.0
Wildrose Resources Ltd,1,0.0
AData Technology Co Ltd,1,0.0
Daiwa Institute of Research,1,0.0
APR Energy PLC,1,0.0
ANSYS,1,0.0
AES Corporation (The),1,0.0
Daimler North America Corp,2,0.0
Equinox Holdings Ltd,10,0.0
AMPAK Technology Inc,4,0.0
Denso Corp,9,0.0
CoxCom,1,0.0
Epson,4,0.0
"Epson America, Inc",2,0.0
AGF Consulting,1,0.0
"Wright Medical Technology, Inc.",1,0.0
Crabby's Restaurant,1,0.0
AIG Employee Services Inc,3,0.0
Epistar Corp,1,0.0
U.S. Retailer,1,0.0
Esso Exploration and Production,1,0.0
Coca-Cola,1,0.0
Wuxi Chirun Technology,1,0.0
"Credit Plus, Inc.",1,0.0
XCoal Energy & Resources,1,0.0
XEROX CORP,4,0.0
AM General Corp,8,0.0
"Cricket Communications, Inc",1,0.0
U.S. Military Airlift Mobility Command,2,0.0
Winstar,2,0.0
"AES Distribution Energy, LLC",1,0.0
Winston Global Energy,1,0.0
WireIE,1,0.0
Country Wine & Spirits Inc.,2,0.0
Envoy,3,0.0
ANDREWS GROUP INC,1,0.0
Enxco,1,0.0
Xiamen Golden Dragon Bus Co. Ltd,1,0.0
Cox Communications,1,0.0
Eon Silicon Solution Inc,1,0.0
UCB Pharma Ltd,2,0.0
Denver Health and the Department of Defense,2,0.0
Denver Health,4,0.0
Dasher Technologies,1,0.0
UGG,1,0.0
"UCB, S.A.",1,0.0
"Xevo, Inc.",1,0.0
AMTRAN INC(GS),1,0.0
"Coborn's, Inc",3,0.0
USS Corporation,8,0.0
Dillard's Inc.,3,0.0
Walter Oil & Gas  Corporation,1,0.0
Energy Australia,1,0.0
WeRide,1,0.0
Enel Distribucion Chile SA,3,0.0
"DoctorDirectory.com, Inc.",1,0.0
Diversified Energy Company PLC,2,0.0
United Nations,1,0.0
Weed Man,5,0.0
"Weikeng Industrial Co., Ltd",1,0.0
Welking Electronics,3,0.0
Etron Technology Inc,10,0.0
Constellation Energy Commodities Group Inc,2,0.0
Wellking Electronics,1,0.0
Disney Digital Books,1,0.0
"United Healthcare Services, inc",3,0.0
WestRock,1,0.0
Energy Service Companies,1,0.0
Westchester Medical Center,1,0.0
Exelon,9,0.0
"United Energy Trading, Inc.",1,0.0
Claro,8,0.0
DOPC,2,0.0
Zara,3,0.0
AAH Pharmaceuticals Ltd (U.K.),3,0.0
"Encanto Restaurants, Inc.",3,0.0
Ez Air,2,0.0
Encore Software Ltd,3,0.0
DISH Wireless LLC,1,0.0
Commercial Air Travel Industry and Travel Agency,6,0.0
AT & T Capital Corp,3,0.0
Doosan Corp,2,0.0
Donnelley Financial Solutions Inc,2,0.0
Dongmei Metals Mexico,1,0.0
Constellation,2,0.0
"AB Acquisition, LLC",1,0.0
"Zhejiang Rongsheng Holding Group Co., Ltd",1,0.0
"AB Acquisition,LLC",1,0.0
"Dominion Gas Ventures, LP",1,0.0
Dominion Energy,1,0.0
ExpressJet Holdings Inc.,1,0.0
Conocophillips Co.,1,0.0
ASPiRA LABS,4,0.0
"Discovery Communications, LLC",1,0.0
"DSC Logistics, Inc",1,0.0
Entergy corporation,1,0.0
Cokinos Natural Gas Company,1,0.0
Yuchai Group,5,0.0
Unicom Corp,1,0.0
Unicity,1,0.0
ASD Healthcare LLC,3,0.0
Daher Aerospace Inc.,2,0.0
Unicarbon Limited,1,0.0
Unibet International Limited,4,0.0
Umpqua Bank,1,0.0
Core-Mark Holdings Company,1,0.0
ASD Speciality Healthcare LLC,1,0.0
"Uline, Inc.",7,0.0
Corin,2,0.0
Ubisoft Entertainment SA,9,0.0
"Cornerstone Services, Inc",1,0.0
UTC,1,0.0
Enserco Energy Inc.,1,0.0
"Entergy Services, Inc.",1,0.0
Daimler AG,5,0.0
Unilever NV,9,0.0
Unilever PLC  -ADR,3,0.0
"ASD Specialty Healthcare, Inc.",1,0.0
"EnergyQuest II, LLC,",1,0.0
"DSC Logistics, Inc.",1,0.0
Energy Transfer Fuels,1,0.0
"United Bio Energy, LLC",2,0.0
"ASD Specialty Healthcare, Inc",10,0.0
ACTIONTEC ELECTRONICS INC,2,0.0
ZOZO Inc,1,0.0
Evergrande Group,1,0.0
Coles Group Ltd,1,0.0
"DTE Energy Trading, Inc.",1,0.0
Engility Corporation,6,0.0
ZIM Integrated Shipping Services Ltd,3,0.0
ZADCO,2,0.0
"Engenuity Systems, Inc.",1,0.0
ASD Specialty Healthcare Inc.,1,0.0
Engie,2,0.0
Westrock CP LLC,1,0.0
Yukon-Nevada Gold Corp,2,0.0
Engie IR Holdings LLC,2,0.0
Varian Semiconductor Equipment Associates Inc,1,0.0
Blue Shield of Texas,1,0.0
"FedEx Ground Systems, Inc",11,0.0
Primoris Renewable Energy Inc,1,0.0
LVMH Moet Hennessy Louis Vuitton SE,1,0.0
"LVMH, Inc",2,0.0
LXD (HK) Technology,2,0.0
Labcorp Drug Development,1,0.0
Atlas General Insurance Services,3,0.0
Private Insurance Companies,2,0.0
Landacorp Inc,5,0.0
Audible Inc,2,0.0
"Priority Pass, Inc.",3,0.0
"Cajun Global, LLC",3,0.0
Caesars Entertainment,1,0.0
"Cadence Education, Inc.",1,0.0
"Aurora Networks, Inc",2,0.0
Cablevision Systems Corp,5,0.0
Primax Electronics Ltd,2,0.0
Cable ONE,1,0.0
Presidio Networked Solutions LLC,1,0.0
"CWGS Group, LLC",4,0.0
Premier Parking Service LLC,1,0.0
Premier,5,0.0
Powerchip Technology Corp,2,0.0
Lenovo,1,0.0
CVS Corp,3,0.0
Aurora,1,0.0
LVMH,4,0.0
LTX-Credence Corporation,1,0.0
Asus,1,0.0
Astrazeneca UK,1,0.0
Kyocera Document Solutions,5,0.0
L'Oreal,5,0.0
"L'Oreal USA, Inc.",4,0.0
L'oreal,1,0.0
L-3 COMMUNICATIONS CORP.,1,0.0
L-3 COMMUNICATIONS HLDGS INC,1,0.0
Prudential,5,0.0
L-3 COMMUNICATIONS(GS),3,0.0
"L-3 services, inc",1,0.0
L?Oreal,1,0.0
Property and Casualty Company Limited,1,0.0
LAPIS Semiconductor Co. Ltd,1,0.0
LAPIS Semiconductor Co. Ltd.,1,0.0
"LAPIS Semiconductor Co., Ltd.",2,0.0
Progress Energy Florida,3,0.0
Aspen Development,2,0.0
"LBM Acquisition, LLC",1,0.0
California Energy Exchange Corporation,1,0.0
Assured Guaranty Corp.,7,0.0
LMS Ship Management Inc.,4,0.0
LOCKHEED CORP,1,0.0
Assured Guaranty Municipal Corp.,7,0.0
LS Networks Corp Ltd,2,0.0
Power & Telephone,2,0.0
Pony.ai,1,0.0
Public Service Company of Colorado,5,0.0
B2B customers and others,1,0.0
"Pharm-Olam International, Ltd.",1,0.0
COVIDIEN LTD,1,0.0
Pets at Home Group Plc,9,0.0
MD Anderson,1,0.0
Petroleos De Venezuela SA,1,0.0
Axiim,4,0.0
MDWise Inc,2,0.0
MEMC/SunEdison,2,0.0
MGM Grand Hotels Inc,1,0.0
"B. Riley Financial, Inc",2,0.0
PetroChina,1,0.0
MICHAELS STORES INC,6,0.0
Level 3,2,0.0
BAE SYSTEMS PLC  -SPON ADR,2,0.0
Pet Value,4,0.0
BAE Systems,10,0.0
MLB Industries Inc,2,0.0
MOMENTIVE PERFORMANCE MATLS,1,0.0
MOTIVA ENTERPRISES LLC,1,0.0
MStar Semiconductor Inc,2,0.0
MTI Jupiter Technologies,2,0.0
Perimmo,1,0.0
"Performance Technologies, LLC",1,0.0
"Peregrine Pharmaceuticals, Inc.",1,0.0
"M.Tech,",8,0.0
Avior,3,0.0
"Lynx Network Group, Inc.,",1,0.0
Avianca Airways,1,0.0
Lewis Energy Group,3,0.0
Plateau Minerals Ltd.,1,0.0
AutoX,1,0.0
Liberty Oilfield Services Inc.,2,0.0
Life Care Services,2,0.0
LifePoint Hospitals Inc.,5,0.0
Pioneer Corp,6,0.0
"Pinyon Technologies, Inc",1,0.0
Pinnacle Foods Group LLC,1,0.0
CSPC Pharmaceutical Group Ltd,2,0.0
Lilly,1,0.0
Lions Gate Entertainment Corp.,1,0.0
Lionsgate,1,0.0
"CRS Bio, Inc",1,0.0
Phison Electronics Corp,6,0.0
Philips Industries Inc,6,0.0
Longcheer Communications,2,0.0
Philips Electronics,2,0.0
CPC Corporation,1,0.0
"CP Energy, LLC",1,0.0
Avcom,1,0.0
Avery Dennison,1,0.0
Lynx,4,0.0
Kuwait National Petroleum Co,3,0.0
Public Service Enterprise Group Inc,1,0.0
Federal Home Loan Mortgage Corp,1,0.0
K-Mart,6,0.0
Archer Daniels Midland Company,2,0.0
Jinkuizi Science & Technology Company,1,0.0
"Ardent Health Services, LLC",8,0.0
JoAnn Fabric,2,0.0
Arima Optoelectronics Corp,1,0.0
Aristocrat Technologies,5,0.0
Joint venture partners,2,0.0
Repower Systems AG,1,0.0
Arkema,1,0.0
Jupitor Corporation,1,0.0
"Juwi, Inc.",1,0.0
Armada,1,0.0
Kaneka Corp,6,0.0
Arqiva Limited,1,0.0
Renesas Semiconductor,1,0.0
"Renaissance Created Diamond Company, LLC",2,0.0
"KGP Logistics, Inc",2,0.0
"KGP Logistics, Inc.",2,0.0
Reliance Jio infocom,1,0.0
Reliance Jio,15,0.0
KPN,5,0.0
Reliance Communications Ltd,3,0.0
Arsenal Resources,3,0.0
Regis Corporation,1,0.0
Archer Daniels Midland,3,0.0
Jidong Development Group,1,0.0
Jidong Development,1,0.0
Applied Satellite Technology LTD,6,0.0
J-W Operating Company,3,0.0
