gvkey,conm,tic,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT
161877,EDUCATE INC,EEEE,P,01,LC,90357,45558,2004-09-23,2007-06-14
161897,L & L ENERGY INC,LLEN,C,01,LC,93265,53348,2010-02-18,2013-11-15
161903,SPY INC,XSPY,P,01,LC,90486,46007,2004-12-14,2010-03-24
161909,SEABRIGHT HOLDINGS INC,SBX,P,01,LC,90543,46111,2005-01-21,2013-02-28
161924,PRUDENTIAL BANCORP INC,PBIP,P,01,LC,90637,46444,2005-03-30,2022-07-29
161925,CHINA FINANCE ONLINE CO LTD,JRJCY,C,90,LC,90412,45719,2004-10-15,2025-06-30
161926,CONOR MEDSYSTEMS INC,CONR,P,01,LC,90477,45999,2004-12-14,2007-02-28
161927,BANK HOLDINGS INC,TBHS,P,01,LC,90093,45001,2004-03-23,2009-09-28
161941,DWS ENH COMMODITY STRATGY FD,GCS,P,01,LC,90344,45538,2004-09-24,2010-08-31
161942,BANKFINANCIAL CORP,BFIN,P,01,LC,90718,46844,2005-06-24,2026-01-30
161952,NATIONAL INTERSTATE CORP,NATL.,P,01,LC,90540,46108,2005-01-28,2016-11-30
161953,EDUCATION REALTY TRUST INC,EDR.1,P,01,LC,90524,46095,2005-01-26,2018-09-28
161954,KAYNE ANDERSON EN INF FD INC,KYN,P,01,LC,90340,45534,2004-09-28,E
161961,EAGLE HOSPITALITY PROP TR,EHP.1,P,01,LC,90375,45686,2004-10-01,2007-08-15
161965,ARGON ST INC,STST.1,P,01,LC,86786,16437,2004-09-30,2010-08-04
161966,ARES CAPITAL CORP,ARCC,P,01,LC,90401,45709,2004-10-05,E
161970,RIVER CITY BANK,RCBK,P,01,LC,90821,47024,2005-07-06,2008-10-14
161977,CENTRAL ENERGY PARTNERS LP,ENGY,C,01,LC,90419,45725,2004-10-01,2009-12-16
161989,COMMUNITY BANCORP/NV,CBONQ,P,01,LC,90475,45997,2004-12-10,2009-08-17
161992,TELVENT GIT SA,TLVTF,P,01,LC,90424,45729,2004-10-21,2011-10-20
161993,BOIS D ARC ENERGY INC,BDE.,P,01,LC,90677,46666,2005-05-06,2008-08-28
161994,COMSYS IT PARTNERS INC,CITP,P,01,LC,82238,30950,2004-10-01,2010-04-05
161996,PB BANCORP INC,PBBI,P,01,LC,90417,45723,2004-10-05,2020-04-30
161997,HURON CONSULTING GROUP INC,HURN,P,01,LC,90409,45716,2004-10-13,E
162006,PERU COPPER INC,CUP,P,01,LC,90654,46550,2005-04-19,2007-09-21
162028,ELONG INC,LONG,P,90,LC,90415,45721,2004-10-28,2016-05-31
162048,TRI-S SECURITY CORP,TRIS.1,C,02,LC,90673,46286,2005-04-11,2009-06-04
162055,GIGABEAM CORP,GGBMQ,P,01,LC,91159,50487,2006-03-27,2008-01-18
162064,NEW GENERATION BIOFUELS,NGBF,P,01,LC,92629,52997,2008-04-15,2010-12-10
162076,ARC DOCUMENT SOLUTIONS INC,ARC,P,01,LC,90548,46146,2005-02-04,2024-11-29
162077,CHINA NETCOM GROUP CORP,CN.1,P,90,LC,90431,45859,2004-11-16,2008-10-31
162078,FIRST STATE FINANCIAL CP/FL,FSTF,C,01,LC,90480,46002,2004-12-10,E
162087,NOVA BIOSOURCE FUELS INC,NBFAQ,C,01,LC,92012,52272,2007-05-14,2009-04-13
162106,ARLINGTON TANKERS LTD,ATB,P,01,LC,90450,45875,2004-11-05,2008-12-16
162107,RMR FIRE FUND,RFR,P,01,LC,90446,45873,2004-11-23,2009-06-30
162108,S&P 500 GEARED FUND INC,GRE.2,P,01,LC,90391,45700,2004-10-28,2009-09-30
162122,HILAND PARTNERS LP,HLND.,P,01,LC,90597,46278,2005-02-10,2009-12-04
162123,NUVEEN S&P 500 BUY-WRITE INC,BXMX,P,01,LC,90389,45698,2004-10-27,E
162124,PIMCO INCOME STRATEGY FD II,PFN,P,01,LC,90390,45699,2004-10-27,E
162125,WESTERN ASST VAR RT STRAT FD,GFY,P,01,LC,90392,45701,2004-10-27,2020-11-30
162127,CONSOLIDATED COMM HLDGS INC,CNSL,P,01,LC,90803,47009,2005-07-22,2024-12-31
162129,MOSAIC CO,MOS,P,01,LC,90386,45695,2004-10-25,E
162146,CRYOPORT INC,CYRX,P,01,LC,15506,55350,2015-07-24,E
162160,MEDICAL PROPERTIES TRUST,MPT,C,01,LC,90790,47000,2005-07-08,E
162171,EATON VANCE ENHNCD EQ INC FD,EOI,P,01,LC,90376,45687,2004-10-27,E
162175,OPTIONSXPRESS HOLDINGS INC,OXPS,P,01,LC,90541,46109,2005-01-27,2011-09-01
162198,UAP HOLDING CORP,UAPH,P,01,LC,90463,45885,2004-11-23,2008-05-07
162219,OHA INVESTMENT CORP,OHAI,P,01,LC,90456,45880,2004-11-10,2019-12-31
162221,BLACK RAVEN ENERGY INC,4986B,P,01,LC,90653,46549,2005-04-12,2008-03-06
162222,CORDIA BANCORP INC,BVA,C,01,LC,90964,48767,2005-11-15,2016-09-30
162233,KUSTOM ENTERTAINMENT INC,KUST,P,01,LC,92521,52918,2008-01-02,E
162234,TARPON INDUSTRIES INC,TPOSQ,P,01,LC,90566,46165,2005-02-14,2007-11-13
162240,NINETOWNS INTERNET TECH -ADR,NINE.1,P,90,LC,90484,46005,2004-12-03,2014-05-30
162254,CELANESE CORP,CE,P,01,LC,90520,46091,2005-01-21,E
162264,NEENAH INC,NP.2,P,01,LC,90440,45869,2004-11-30,2022-07-29
162272,COPANO ENERGY LLC,CPNO,P,01,LC,90451,45876,2004-11-09,2013-05-31
162276,HELIOS ADVANTAGE INCM FD INC,HAV,P,01,LC,90445,45872,2004-11-09,2014-08-29
162283,INTERNATIONAL COAL GROUP INC,ICO,P,01,LC,90994,48794,2005-11-21,2011-06-14
162293,FIRST INTERNET BANCORP,INBK,P,01,LC,13797,54332,2013-02-22,E
162307,CALIFORNIA BANCRP,BCAL,P,01,LC,23882,59562,2023-05-11,E
162329,FUSION TELECOMMUNICATIONS,FSNN.1,P,01,LC,90556,46154,2014-06-09,2018-05-06
162329,FUSION TELECOMMUNICATIONS,FSNN.1,P,01,LC,90556,46154,2005-02-15,2009-06-17
162335,PRESTIGE CONSUMER HEALTHCARE,PBH,P,01,LC,90564,46162,2005-02-10,E
162336,IOWA TELECOM SERVICES INC,IWA,P,01,LC,90438,45866,2004-11-18,2010-05-28
162338,UNIVERSAL LOGISTICS HLDGS,ULH,P,01,LC,90605,46287,2005-02-11,E
162346,ATLANTIC POWER CORP,AT,P,01,LC,10201,53455,2010-07-23,2021-05-28
162349,TIDELANDS BANCSHARES INC,TDBK,P,01,LC,91508,51314,2006-10-04,2016-07-05
162354,DOLBY LABORATORIES INC,DLB,P,01,LC,90550,46149,2005-02-17,E
162355,UNICA CORP,UNCA,P,01,LC,90876,47221,2005-08-03,2010-10-05
162356,EMAGEON INC,EMAG.2,P,01,LC,90592,46274,2005-02-09,2009-04-30
162378,FAMILYMEDS GROUP INC,FMRX,P,01,LC,87386,17408,2004-11-30,2007-01-17
162384,CHINA FIRE & SECURTY GRP INC,CFSG,P,01,LC,92197,52542,2007-07-16,2011-11-04
162385,WEX INC,WEX,P,01,LC,90569,46169,2005-02-16,E
162386,GUE LIQ COS INC,FTDCQ,P,01,LC,90554,46152,2005-02-09,2008-08-26
162386,GUE LIQ COS INC,FTDCQ,P,02,LC,14247,54607,2013-11-01,2019-12-31
162387,TEEKAY LNG PARTNERS LP,TGP,P,01,LC,90703,46689,2005-05-05,2022-01-31
162391,FIRST TR ABRDN GLB OPP INCM,FAM,P,01,LC,90434,45864,2004-11-24,2024-09-30
162400,XPEL INC,XPEL,C,01,LC,18856,56838,2019-07-19,E
162401,HUNTSMAN CORP,HUN,P,01,LC,90558,46156,2005-02-11,E
162403,ANESIVA INC,ANSVQ,P,01,LC,90025,44881,2005-12-30,2010-01-05
162404,LHC GROUP INC,LHCG,P,01,LC,90734,46857,2005-06-09,2023-02-28
162408,THE9 LTD -ADR,NCTY,P,90,LC,90483,46004,2004-12-15,E
162437,YUCHENG TECHNOLOGIES LTD,YTEC,P,01,LC,91913,52004,2007-03-14,2012-12-31
162448,ALPHA NATURAL RESOURCES INC,ANRZQ,P,01,LC,90547,46145,2005-02-15,2016-07-29
162449,EXLSERVICE HOLDINGS INC,EXLS,P,01,LC,91500,51308,2006-10-20,E
162453,AEMETIS INC,AMTX,P,01,LC,14689,54882,2014-06-06,E
162457,HOME FEDERAL BANCORP INC,HOME.1,P,01,LC,90482,46003,2004-12-07,2014-05-30
162459,HIGHPOINT RESOURCES CORP,HPR,P,01,LC,90494,46014,2004-12-10,2021-04-30
162489,GUARANTY BANCORP,GBNK,P,02,LC,90948,47876,2005-10-03,2018-12-31
162497,ZALICUS INC,ZLCS,P,01,LC,90968,48770,2005-11-09,2014-07-15
162501,OTELCO INC,OTEL,P,05,LC,13938,46028,2013-05-28,2021-03-31
162517,ZHONGPIN INC,HOGS,P,01,LC,92462,52880,2007-12-27,2013-06-28
162555,CAROLINA TRUST BANCSHARES,CART.2,P,01,LC,90474,45996,2004-12-21,2019-12-31
162556,PANAMSAT HOLDING CORP,PA,P,01,LC,90616,46427,2005-03-17,2006-07-31
162557,UNITED FINANCIAL BANCORP INC,UBNK,P,01,LC,90711,46695,2005-05-23,2019-10-31
162559,LAZARD INC,LAZ,C,01,LC,90701,46687,2005-05-05,E
162560,AXOS FINANCIAL INC,AX,P,01,LC,90634,46441,2005-03-15,E
162566,FASTCLICK INC,FSTC.,P,01,LC,90667,46562,2005-04-01,2005-09-30
162568,BLACKROCK ENERGY AND RES TR,BGR,P,01,LC,90495,46015,2004-12-23,E
162569,DEFINED STRATEGY FUND INC,DSF,P,01,LC,90497,46017,2004-12-23,2009-09-30
162571,PIONEER FLOATING RATE FD INC,PHD,P,01,LC,90510,46030,2004-12-23,2025-10-31
162576,BROOKLYN FEDERAL BANCORP,BFSB,P,01,LC,90662,46557,2005-04-06,2012-01-06
162577,FIDUCIARY/CLAYMR EGY INFR FD,FMO,P,01,LC,90499,46019,2004-12-23,2022-03-31
162584,NTS REALTY HOLDINGS LP,NLP,P,01,LC,90508,46027,2005-02-03,2014-06-30
162585,SUNESIS PHARMACEUTICALS INC,SNSS,P,01,LC,90907,47447,2005-09-27,2021-02-24
162643,QUANTUM COMPUTING INC,QUBT,P,01,LC,21754,58590,2021-07-15,E
162644,ORSUS XELENT TECHNOLOGIES,ORSX,C,01,LC,92015,52273,2007-05-10,2011-10-20
162662,BENJAMIN FRANKLIN BANCORP,BFBC,P,01,LC,90661,46556,2005-04-05,2009-04-30
162699,FOUNDATION HEALTHCARE INC,FDNHQ,P,01,LC,92779,53081,2008-09-10,2012-11-05
162701,NOVELIS INC,HND1,P,01,LC,90528,46098,2005-01-19,2007-05-14
162717,GEORGETOWN BANCORP INC,GTWN,P,01,LC,13529,54148,2012-07-12,2017-05-31
162720,NAVIOS MARITIME HOLDINGS INC,NM,P,01,LC,90965,48768,2005-11-03,2023-12-29
162732,EPICEPT CORP-OLD,EPCT.1,P,01,LC,91078,50197,2006-02-28,2011-09-18
162732,EPICEPT CORP-OLD,EPCT.1,C,00X,LC,91078,50197,2006-01-05,2006-02-27
162733,VERIFONE SYSTEMS INC,PAY.4,P,01,LC,90657,46553,2005-04-29,2018-08-31
162735,TRILLIUM THERAPEUTICS INC,TRIL.1,C,01,LC,15137,55154,2014-12-19,2021-11-30
162742,FREIGHTCAR AMERICA INC,RAIL,P,01,LC,90672,46566,2005-04-06,E
162757,KU6 MEDIA CO LTD  -ADR,KUTV,P,90,LC,90598,46279,2005-02-04,2016-07-29
162759,BV FINANCIAL INC,BVFL,P,01,LC,24091,59618,2023-08-01,E
162768,DRYSHIPS INC,DRYS,P,01,LC,90589,46271,2005-02-03,2019-10-31
162770,SYNTA PHARMACEUTICALS CORP,SNTA,P,01,LC,91832,51819,2007-02-06,2016-07-24
162809,XENOPORT INC,XNPT,P,01,LC,90748,46870,2005-06-02,2016-07-29
162814,GRAVITY CO LTD -ADR,GRVY,P,90,LC,90595,46277,2005-02-08,E
162825,HOME FEDERAL BANCORP INC/LA,HFBL,P,01,LC,12487,53628,2010-12-22,E
162826,NORTH POINTE HOLDINGS CORP,NPTE,P,01,LC,90903,47443,2005-09-23,2008-04-30
162833,ASPREVA PHARMACEUTICALS CORP,ASPV.,P,01,LC,90632,46440,2005-03-04,2008-01-03
162854,COHEN & STEERS DIV MAJORS FD,DVM,P,01,LC,90521,46092,2005-01-27,2014-06-30
162855,BLACKROCK DIVRSIFD INC STRAT,DVF,P,01,LC,90522,46093,2005-01-27,E
162858,ADVENT/CLAYMORE ENCD GRWTH,LCM,P,01,LC,90518,46088,2005-01-27,2018-08-31
162859,EATON VANCE ENHNCD EQ INC II,EOS,P,01,LC,90523,46094,2005-01-27,E
162861,NUVEEN EQUITY PREMIUM OPP FD,JSN,P,01,LC,90530,46099,2005-01-27,2014-12-31
162870,BRP INC,DOO,C,01,LC,18109,56519,2018-09-14,E
162876,CORE MARK HOLDING CO INC,CORE,P,01,LC,91018,49994,2005-12-02,2021-09-30
162887,DEXCOM INC,DXCM,P,01,LC,90664,46559,2005-04-14,E
162892,MEDICINOVA INC,MNOV,P,01,LC,91672,51559,2006-12-07,E
162894,CRESTWOOD EQUITY PARTNERS LP,CEQP,P,01,LC,90737,46860,2005-06-21,2010-11-05
162894,CRESTWOOD EQUITY PARTNERS LP,CEQP,P,01,LC,89043,41819,2010-11-06,2023-11-30
162897,AMERICAN COMMERCIAL LINES,ACLI,P,02,LC,90946,23442,2005-10-07,2010-12-21
162906,IHS MARKIT LTD,INFO.1,P,01,LC,90992,48792,2005-11-11,2016-07-12
162906,IHS MARKIT LTD,INFO.1,P,01,LC,14704,54895,2016-07-13,2022-03-02
162907,SILICON GRAPHICS INTL CORP,SGI.1,P,01,LC,90742,46864,2005-06-10,2016-11-30
162909,BPZ RESOURCES INC,BPZRQ,P,01,LC,84553,15327,2007-01-12,2015-03-02
162914,RADIANT LOGISTICS INC,RLGT,P,01,LC,13196,53975,2012-01-11,E
162919,CRYSTAL RIVER CAPITAL INC,3CYRV,P,01,LC,91377,50952,2006-07-28,2008-12-01
162925,ACRES COMMERCIAL REALTY CORP,ACR,P,01,LC,91119,50319,2006-02-07,E
162941,TRIANGLE PETROLEUM CORP,TPLMQ,P,01,LC,12389,53566,2010-11-05,2017-03-24
162943,COLUMBIA EQUITY TRUST,COE.1,P,01,LC,90749,46872,2005-06-29,2007-03-30
162956,ACCENTIA BIOPHARMACEUTICALS,ABPI,P,01,LC,90945,47874,2005-10-28,2008-11-03
162957,ROCKWOOD HOLDINGS INC,ROC.3,P,01,LC,90849,47195,2005-08-17,2015-01-30
162958,TARGACEPT INC,TRGT,P,01,LC,91184,50600,2006-04-12,2015-08-20
162988,ZUMIEZ INC,ZUMZ,P,01,LC,90715,46697,2005-05-06,E
163020,SHAMIR OPTICAL INDUSTRY LTD,SHMR,P,01,LC,90639,46445,2005-03-11,2011-07-05
163022,RMX HOLDINGS INC,RDMX.1,P,01,LC,90846,47192,2005-08-24,2010-08-11
163024,VIRTUS TOTAL RETURN FND -OLD,ZF,P,01,LC,90549,46148,2005-02-24,2017-03-31
163024,VIRTUS TOTAL RETURN FND -OLD,ZF,P,01,LC,70295,21954,2017-04-01,2019-11-29
163025,EATON VANCE SHORT DRTN DIV,EVG,P,01,LC,90552,46151,2005-02-24,E
163027,INTERNATIONAL ROYALTY CORP,ROY,P,01,LC,91526,51332,2006-10-20,2010-02-26
163029,VIRTUS DIVI INT & PRE STR FD,NFJ,P,01,LC,90563,46161,2005-02-24,E
163036,BUILDERS FIRSTSOURCE,BLDR,P,01,LC,90720,46846,2005-06-22,E
163042,TRUSTREET PROPERTIES INC,TSY,P,01,LC,68849,20349,2005-02-25,2007-02-28
163048,IVIVI TECHNOLOGIES INC,IVVI,C,01,LC,91528,51334,2006-10-19,2009-06-22
163049,JER INVESTORS TRUST INC,JERTQ,C,01,LC,90787,46997,2005-07-14,2009-03-31
163051,CITI TRENDS INC,CTRN,P,01,LC,90706,46691,2005-05-18,E
163058,VIQ SOLUTIONS INC,VQSSF,C,01,LC,21885,58688,2021-08-12,2023-10-04
163060,DIANA SHIPPING INC,DSX,P,01,LC,90630,46432,2005-03-18,E
163069,KENTUCKY FIRST FEDERAL BNCRP,KFFB,P,01,LC,90636,46443,2005-03-03,E
163087,SOLEXA INC,SLXA,P,01,LC,85699,15908,2005-03-08,2007-01-26
163102,MICRUS ENDOVASCULAR CORP,MEND,P,01,LC,90736,46859,2005-06-16,2010-09-30
163113,KOPPERS HOLDINGS INC,KOP,P,01,LC,91114,50314,2006-02-01,E
163117,FPB BANCORP INC,FPBI,P,01,LC,90811,47016,2005-07-21,2011-04-18
163118,WARNER MUSIC GROUP CORP,WMG,P,01,LC,90699,46685,2005-05-11,2011-07-29
163118,WARNER MUSIC GROUP CORP,WMG,P,03,LC,19403,46685,2020-06-03,E
163121,VALERA PHARMACEUTICALS INC,VLRX.1,P,01,LC,91104,50304,2006-02-02,2007-04-30
163586,HORIZON LINES INC,HRZL,P,01,LC,90889,47431,2005-09-27,2011-10-19
163587,TBS INTERNATIONAL PLC,TBSIQ,P,01,LC,90746,46868,2005-06-24,2012-04-30
163594,TRANSMONTAIGNE PARTNERS LP,TLP,P,01,LC,90698,46684,2005-05-25,2019-02-28
163595,ALTO INGREDIENTS INC,ALTO,P,01,LC,86165,16147,2005-03-24,E
163596,CAMBER ENERGY INC -OLD,CEI.2,P,01,LC,92571,52960,2008-02-15,2023-07-31
163601,DSW INC-OLD,DSW.2,P,01,LC,90751,46874,2005-06-29,2011-05-25
163610,INTERCONTINENTAL EXCHANGE,ICE,P,01,LC,90993,48793,2005-11-16,E
163611,COHEN&STEERS WRLDWD RLTY INC,RWF,P,01,LC,90610,46420,2005-03-29,2010-03-31
163612,VOYA GLB EQ DIV AND PREM OPP,IGD,P,01,LC,90612,46422,2005-03-29,E
163613,S&P 500 COVERED CALL FUND,BEP.3,C,01,LC,90627,46429,2005-03-29,2010-02-01
163614,GAMCO GLOBAL GOLD NTRL RES,GGN,P,01,LC,90611,46421,2005-03-29,E
163620,BLACKROCK HEALTH SCIENCES TR,BME,P,01,LC,90607,46417,2005-03-29,E
163621,NUVEEN TAX-ADVANTGD FLTG RT,JFP,C,01,LC,90615,46425,2005-03-29,2012-06-29
163627,DIAMOND FOODS INC,DMND,P,01,LC,90807,47012,2005-07-21,2016-02-26
163628,ADAMS RESPIRATORY THERAPTCS,ARXT,P,01,LC,90800,47007,2005-07-21,2008-01-29
163629,NEUSTAR INC,NSR.3,P,01,LC,90763,46886,2005-06-29,2017-08-07
163633,FEDFIRST FINANCIAL CORP,FFCO,P,01,LC,90665,46560,2005-04-07,2014-10-31
163644,GLOBAL ENERGY HOLDINGS GRP,GLNHQ,P,01,LC,91347,50853,2006-06-20,2009-11-24
163667,OTTAWA BANCORP INC,OTTW,P,01,LC,16394,55756,2016-10-12,E
163668,LINCOLN EDUCATIONAL SERVICES,LINC,P,01,LC,90735,46858,2005-06-23,E
163669,ITC HOLDINGS CORP,ITC1,P,01,LC,90786,46996,2005-07-26,2016-10-31
163672,HEMOSENSE INC,HEM,P,01,LC,90759,46881,2005-06-28,2007-11-06
163673,HERITAGE FINANCIAL GP INC,HBOS,P,01,LC,90730,46854,2005-06-30,2015-07-31
163678,EVERI HOLDINGS INC,EVRI,P,01,LC,90885,47428,2005-09-23,2025-07-31
163679,ADVANCED ANALOGIC TECH,AATI,P,01,LC,90854,47201,2005-08-04,2012-01-10
163680,CIFC LLC,CIFC,P,01,LC,90752,46875,2005-06-29,2016-11-30
163681,UNITED FINANCIAL BANCRP -OLD,7131B,P,01,LC,90824,47028,2005-07-13,2014-04-30
163685,EAGLE BULK SHIPPING INC,EGLE.3,P,02,LC,90724,46849,2014-10-16,2024-04-30
163685,EAGLE BULK SHIPPING INC,EGLE.3,C,01,LC,90724,46849,2014-10-01,2014-10-15
163685,EAGLE BULK SHIPPING INC,EGLE.3,P,01,LC,90724,46849,2005-06-23,2014-09-30
163692,STUDENT TRANSPORTATION INC,STB,P,01,LC,13015,53887,2011-09-06,2018-05-31
163720,EV3 INC,EVVV,P,01,LC,90725,46850,2005-06-16,2010-07-30
163721,CRYOCOR INC,CRYO.,P,01,LC,90804,47010,2005-07-14,2008-05-28
163765,COOPER-STANDARD HOLDINGS INC,CPS,P,01,LC,14185,54577,2013-10-17,E
163768,GTT COMMUNICATIONS INC,GTTNQ,P,03,LC,13993,54448,2013-06-17,2021-07-01
163769,CHINA TECHFAITH WIRELESS-ADR,CNTFY,C,90,LC,90704,46690,2005-05-06,2023-11-02
163770,REFCO INC,RFXCQ,P,01,LC,90848,47194,2005-08-11,2005-10-13
163771,KENEXA CORP,KNXA,P,01,LC,90732,46856,2005-06-24,E
163772,SPANSION INC,CODE,P,05,LC,93387,50005,2010-05-18,2015-03-31
163772,SPANSION INC,CODE,P,01,LC,91029,50005,2005-12-16,2009-05-06
163773,EATON VANCE TX-MGD BUY-WRITE,ETB,P,01,LC,90648,46543,2005-04-27,E
163781,WORLDSPACE INC,WRSPQ,P,01,LC,90877,47222,2005-08-04,2008-10-29
163806,NET ELEMENT INC,NETE,P,01,LC,12350,53535,2012-10-03,2021-11-04
163807,CLOUGH GLOBAL EQUITY FUND,GLQ,P,01,LC,90646,46541,2005-04-27,E
163808,RMR PREFERRED DIVIDEND FUND,RDR,P,01,LC,90691,46679,2005-05-26,2009-06-30
163819,UNIVERSAL TRAVEL GROUP,UTRA,C,01,LC,92932,53153,2009-05-28,2013-09-30
163822,ZION OIL & GAS INC,ZNOG,P,01,LC,91729,51647,2007-01-03,E
163844,NUVEEN DOW 30 DYNA OVERWRITE,DIAX,P,01,LC,90647,46542,2005-04-27,2014-12-19
163844,NUVEEN DOW 30 DYNA OVERWRITE,DIAX,P,01,LC,15109,55134,2014-12-22,E
163845,FIDUCIARY/CLAYMORE DYNMC EQ,HCE,P,01,LC,90649,46544,2005-04-27,2009-04-24
163846,MADISON STRAT SECTOR PREM FD,MSP.1,P,01,LC,90651,46547,2005-04-27,2018-10-31
163847,ALLIANZGI INTL & PREM STRAT,NAI,P,01,LC,90652,46548,2005-04-27,2013-10-31
163848,BLACKROCK ENHNCD EQTY YLD FD,EEF,P,01,LC,90683,46672,2005-05-04,2008-10-31
163850,MOBIQUITY TECHNOLOGIES INC,MOBQ,P,01,LC,22578,59091,2021-12-09,E
163863,CV HOLDINGS INC,CVHL,P,02,LC,91438,51185,2006-09-28,2008-11-07
163867,STONEGATE BANK/FL,SGBK,P,01,LC,14671,54871,2014-05-28,2017-09-29
163872,SQUARE 1 FINANCIAL INC,SQBK,P,01,LC,14553,54795,2014-03-27,2015-10-30
163877,PIKE CORP,PIKE,P,01,LC,90792,47002,2005-07-27,2014-12-31
163878,CAPELLA EDUCATION CO,CPLA,P,01,LC,91605,51441,2006-11-10,2018-07-31
163879,MAIDENFORM BRANDS INC,MFB,P,01,LC,90789,46999,2005-07-22,2013-10-31
163884,FRANKLIN STREET PROPERTIES,FSP,P,01,LC,90755,46878,2005-06-02,E
163887,ORCHIDS PAPER PRODUCTS,TISUQ,P,01,LC,90791,47001,2005-07-15,2020-02-29
163888,COLEY PHARMACEUTICAL GROUP,COLY,P,01,LC,90860,47207,2005-08-10,2008-01-04
163889,ATRICURE INC,ATRC,P,01,LC,90856,47203,2005-08-05,E
163891,RUTHS HOSPITALITY GROUP INC,RUTH,P,01,LC,90871,47217,2005-08-09,2023-06-30
163892,BABYUNIVERSE INC-OLD,POSH.1,P,01,LC,90826,47180,2005-08-03,2007-10-31
163893,MWI VETERINARY SUPPLY,MWIV,P,01,LC,90867,47213,2005-08-03,2015-02-27
163911,INNOVATIVE CARD TECHNOLOGIES,INVC,C,01,LC,91904,51995,2007-03-09,2009-02-19
163916,WEB.COM GROUP INC,WEB,P,01,LC,90984,48782,2005-11-02,2018-10-31
163919,ADVANCED LIFE SCIENCE HLDGS,ADLS,C,01,LC,90855,47202,2005-08-05,2009-05-04
163920,WESTERN ALLIANCE BANCORP,WAL,P,01,LC,90776,46890,2005-06-30,E
163921,WILLIAMS PARTNERS LP,WPZ,P,01,LC,90851,47199,2005-08-18,2015-02-02
163921,WILLIAMS PARTNERS LP,WPZ,P,01,LC,11003,53459,2015-02-03,2018-08-31
163922,AVALON PHARMA INC,AVRX,P,01,LC,90894,47435,2005-09-29,2009-05-29
163923,QUINTANA MARITIME LTD,QMAR.1,P,01,LC,90819,47023,2005-07-15,2008-04-15
163924,JAMES RIVER GROUP HLDGS INC,JRVR,P,01,LC,90864,47211,2005-08-09,2007-12-11
163924,JAMES RIVER GROUP HLDGS INC,JRVR,P,02,LC,15133,55149,2014-12-12,E
163926,COLONIAL FINANCIAL SVCS INC,COBK,P,01,LC,90722,46847,2005-06-30,2015-04-30
163927,HITTITE MICROWAVE CORP,HITT,P,01,LC,90814,47019,2005-07-22,2014-07-22
163929,SUPERIOR WELL SERVICES INC,SWSI.2,P,01,LC,90822,47026,2005-07-29,2010-09-30
163930,GENCO SHIPPING & TRADING,GNK,P,01,LC,90813,47018,2005-07-22,2014-04-21
163930,GENCO SHIPPING & TRADING,GNK,P,02,LC,15597,47018,2015-07-20,E
163931,REXAHN PHARMACEUTICALS INC,REXN,P,01,LC,92665,53015,2008-05-27,2020-11-05
163933,TRX INC,TRXI,P,01,LC,90912,47450,2005-09-27,2010-03-29
163935,GLOBAL PARTNERS LP,GLP,P,01,LC,90886,47429,2005-09-29,E
163936,REPUBLIC COMPANIES GROUP,RUTX,P,01,LC,90872,47218,2005-08-03,2006-12-29
163939,ALON USA ENERGY INC,ALJ,P,01,LC,90779,46986,2005-07-28,2017-07-31
163941,WEBMD HEALTH CORP -OLD,WBMD.1,P,01,LC,90914,47452,2005-09-29,2009-10-23
163946,CF INDUSTRIES HOLDINGS INC,CF,P,01,LC,90829,47183,2005-08-11,E
163947,NEWLEAD HOLDINGS LTD,NEWLF,P,01,LC,90743,46865,2005-06-03,2014-07-16
163948,DRESSER-RAND GROUP INC,DRC,P,01,LC,90831,47184,2005-08-05,2015-06-30
163963,COLUMBIA PROPERTY TRUST INC,CXP,P,01,LC,14184,54576,2013-10-10,2021-12-31
163965,CYTOSORBENTS CORP,CTSO,P,01,LC,15127,55146,2014-12-23,E
163975,HOKU CORP,HOKUQ,C,01,LC,90863,47210,2010-03-25,2012-07-03
163976,WILLIAMS SCOTSMAN INTL,WLSC,P,01,LC,90915,47453,2005-09-20,2007-10-31
163977,VOLCOM INC,VLCM,P,01,LC,90747,46869,2005-06-30,2011-06-23
163978,PEPPERBALL TECHNOLOGIES INC,PBAL,P,02,LC,90873,47025,2005-08-25,2008-11-05
163983,TREEHOUSE FOODS INC,THS,P,01,LC,90775,46889,2005-06-28,E
163987,CBEYOND INC,CBEY,P,01,LC,90966,48769,2005-11-02,2014-07-18
163988,GOLF GALAXY INC,GGXY,P,01,LC,90812,47017,2005-07-29,2007-02-28
163991,GENTIUM SPA  -ADR,GENTY,P,90,LC,90758,46880,2005-06-16,2014-04-30
163993,CBOT HOLDINGS INC,BOT.2,P,01,LC,90920,47860,2005-10-19,2007-07-12
164002,ESCHELON TELECOM INC,ESCH,P,01,LC,90861,47208,2005-08-04,2007-08-31
164006,TORTOISE ENERGY CAPITAL CORP,TYY,P,01,LC,90697,46683,2005-05-26,2014-06-30
164009,NUVEEN EQUITY PREMIUM ADV FD,JLA,P,01,LC,90688,46676,2005-05-26,2014-12-31
164010,FIRST TRUST MORTGAGE INCM FD,FMY,P,01,LC,90685,46673,2005-05-26,E
164011,BLACKROCK ENHANCED GL DVD TR,BOE,P,01,LC,90675,46665,2005-05-26,E
